model,dataset,horizon,mode,well,expected,status,raw_status,summary_status,in_forecasting_summary_csv,file_path,reason,n_train,n_test,n_cv_folds,has_test_predictions,has_test_targets,cv_fold_count,mae,rmse,r2,r2_prod,mase
timesfm,inner_mongolia,14,per_well,59-31X,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h14_per_well_59-31X.json,,1366.0,346.0,3.0,True,True,3.0,4.121456790983591,7.638265915734337,-0.268085059637833,-0.2526775744028531,1.3268917148873054
tirex,inner_mongolia,14,per_well,59-31X,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h14_per_well_59-31X.json,,1366.0,346.0,3.0,True,True,3.0,3.6786166048200593,7.602265160040213,-0.25615972550019306,-0.24506559760385627,1.1843205309979044
chronos,inner_mongolia,14,per_well,59-32X,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h14_per_well_59-32X.json,,1366.0,346.0,3.0,True,True,3.0,2.3327519757370783,5.919800095392748,-0.231839540145508,-0.23045683477937584,0.9128381474765734
deeponet,inner_mongolia,14,per_well,59-32X,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h14_per_well_59-32X.json,,1366.0,346.0,3.0,True,True,3.0,9.999862350775722,12.542575437619229,-4.529851908879864,-4.470199940938515,0.727088729746704
lstm,inner_mongolia,14,per_well,59-32X,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h14_per_well_59-32X.json,,1366.0,346.0,3.0,True,True,3.0,4.288451876426707,6.880811958918187,-0.6642533364677552,-0.6660584582602518,0.3118127948200291
patchtst,inner_mongolia,14,per_well,59-32X,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h14_per_well_59-32X.json,,1366.0,346.0,3.0,True,True,3.0,4.985834220807282,7.116803297250901,-0.780368830080596,-0.7806147185666328,0.3625193770845456
tcn,inner_mongolia,14,per_well,59-32X,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h14_per_well_59-32X.json,,1366.0,346.0,3.0,True,True,3.0,3.9903621403492746,6.253848882892551,-0.3747851202076702,-0.3721237334949503,0.29013872772266974
timesfm,inner_mongolia,14,per_well,59-32X,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h14_per_well_59-32X.json,,1366.0,346.0,3.0,True,True,3.0,2.4014135496625197,5.874652394970332,-0.21312179725792024,-0.214579040137598,0.9397063720443061
tirex,inner_mongolia,14,per_well,59-32X,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h14_per_well_59-32X.json,,1366.0,346.0,3.0,True,True,3.0,2.4772545012876703,6.291700526737416,-0.3914773553538886,-0.38106393882348844,0.9693839865118656
chronos,inner_mongolia,14,per_well,60-28X,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h14_per_well_60-28X.json,,898.0,228.0,3.0,True,True,3.0,0.9192335895708832,3.4621218373396765,0.06026388610799549,0.060105156743211596,0.6001691099460991
deeponet,inner_mongolia,14,per_well,60-28X,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h14_per_well_60-28X.json,,898.0,228.0,3.0,True,True,3.0,6.90392127303514,8.719324144988825,-4.960557316694281,-4.961110874960296,1.2808875154525203
lstm,inner_mongolia,14,per_well,60-28X,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h14_per_well_60-28X.json,,898.0,228.0,3.0,True,True,3.0,3.249605562855352,6.566291641180876,-2.3803491363239164,-2.380917835495195,0.6029007329303732
patchtst,inner_mongolia,14,per_well,60-28X,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h14_per_well_60-28X.json,,898.0,228.0,3.0,True,True,3.0,1.0340440611268644,3.5428818071545822,0.015910606912468706,0.015754786033088664,0.19184664423946163
tcn,inner_mongolia,14,per_well,60-28X,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h14_per_well_60-28X.json,,898.0,228.0,3.0,True,True,3.0,1.2337998160462182,3.7724888577863176,-0.1157763551220341,-0.11595094538641071,0.22890741629886102
timesfm,inner_mongolia,14,per_well,60-28X,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h14_per_well_60-28X.json,,898.0,228.0,3.0,True,True,3.0,0.926573545171946,3.4684909605051644,0.05680311795223314,0.05664390507756323,0.6049613789298622
tirex,inner_mongolia,14,per_well,60-28X,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h14_per_well_60-28X.json,,898.0,228.0,3.0,True,True,3.0,0.9011154276205642,3.5010162271305107,0.03903079656929764,0.03886863942480201,0.588339732457121
chronos,inner_mongolia,14,per_well,60-29X,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h14_per_well_60-29X.json,,914.0,233.0,3.0,True,True,3.0,0.7972817845495889,3.1079137445153364,-0.0009813451337246093,-0.0010370937290742344,0.32427171973576074
deeponet,inner_mongolia,14,per_well,60-29X,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h14_per_well_60-29X.json,,914.0,233.0,3.0,True,True,3.0,7.942759699868249,9.591433539071854,-8.533560198622201,-8.520006585329945,0.6589816722984009
lstm,inner_mongolia,14,per_well,60-29X,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h14_per_well_60-29X.json,,914.0,233.0,3.0,True,True,3.0,2.117426452846486,4.344861195284596,-0.9563199459881782,-0.9468818134688155,0.17567511514779854
patchtst,inner_mongolia,14,per_well,60-29X,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h14_per_well_60-29X.json,,914.0,233.0,3.0,True,True,3.0,2.8020035373989165,4.65327445769329,-1.243909860071835,-1.238797355721506,0.23247196775848591
tcn,inner_mongolia,14,per_well,60-29X,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h14_per_well_60-29X.json,,914.0,233.0,3.0,True,True,3.0,1.6239188334680204,3.6800709889767966,-0.403461366702738,-0.4041055216962488,0.13473059603872634
timesfm,inner_mongolia,14,per_well,60-29X,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h14_per_well_60-29X.json,,914.0,233.0,3.0,True,True,3.0,0.9508437537790889,3.350725594123905,-0.16349841377527707,-0.16110610753322563,0.3867286889191107
tirex,inner_mongolia,14,per_well,60-29X,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h14_per_well_60-29X.json,,914.0,233.0,3.0,True,True,3.0,0.8439596720119216,3.209837557941897,-0.06771213412115351,-0.06736633010475979,0.3432566246142711
chronos,inner_mongolia,14,per_well,60-30X,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h14_per_well_60-30X.json,,1361.0,344.0,3.0,True,True,3.0,3.31952637164843,7.803111019047861,0.3252484374592486,0.3252484374592486,0.9848322265603714
deeponet,inner_mongolia,14,per_well,60-30X,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h14_per_well_60-30X.json,,1361.0,344.0,3.0,True,True,3.0,16.292109949149168,18.940498552454173,-2.975494332031183,-2.975494332031183,0.5326068326113104
lstm,inner_mongolia,14,per_well,60-30X,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h14_per_well_60-30X.json,,1361.0,344.0,3.0,True,True,3.0,11.262271707586672,14.114025859866686,-1.207547939565853,-1.207547939565853,0.3681759379790441
patchtst,inner_mongolia,14,per_well,60-30X,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h14_per_well_60-30X.json,,1361.0,344.0,3.0,True,True,3.0,6.4432949845577,9.019569209604994,0.09847055325815446,0.09847055325815446,0.21063833622635453
tcn,inner_mongolia,14,per_well,60-30X,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h14_per_well_60-30X.json,,1361.0,344.0,3.0,True,True,3.0,10.600564770672804,12.301370264292625,-0.6769314407177964,-0.6769314407177964,0.34654401695183346
timesfm,inner_mongolia,14,per_well,60-30X,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h14_per_well_60-30X.json,,1361.0,344.0,3.0,True,True,3.0,4.334766423998035,8.006726374848212,0.2895748933569945,0.2895748933569945,1.2860321597159627
tirex,inner_mongolia,14,per_well,60-30X,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h14_per_well_60-30X.json,,1361.0,344.0,3.0,True,True,3.0,3.2355707868550008,7.4381715671367274,0.3868867382658654,0.3868867382658654,0.9599244065139737
chronos,inner_mongolia,14,per_well,60-31,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h14_per_well_60-31.json,,1366.0,346.0,3.0,True,True,3.0,4.475462127825494,8.557840914537229,-0.33794715338233816,-0.31974863746353877,1.343579183897598
deeponet,inner_mongolia,14,per_well,60-31,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h14_per_well_60-31.json,,1366.0,346.0,3.0,True,True,3.0,15.342428873089302,18.925294638788923,-5.54328506518845,-5.515056809805142,0.6254617538844411
lstm,inner_mongolia,14,per_well,60-31,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h14_per_well_60-31.json,,1366.0,346.0,3.0,True,True,3.0,7.931285216112357,10.07460211873131,-0.8542417218563996,-0.8586117147105976,0.32333313081401954
patchtst,inner_mongolia,14,per_well,60-31,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h14_per_well_60-31.json,,1366.0,346.0,3.0,True,True,3.0,6.740836747169101,8.983204663406209,-0.47425676959680674,-0.4656010435628912,0.2748023542692253
tcn,inner_mongolia,14,per_well,60-31,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h14_per_well_60-31.json,,1366.0,346.0,3.0,True,True,3.0,4.953970273130694,8.517966348492612,-0.3255080881556014,-0.33319504459410676,0.20195752324187244
timesfm,inner_mongolia,14,per_well,60-31,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h14_per_well_60-31.json,,1366.0,346.0,3.0,True,True,3.0,5.070628985419694,8.129256024917916,-0.207291505989889,-0.1937952222377899,1.5222543191060023
tirex,inner_mongolia,14,per_well,60-31,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h14_per_well_60-31.json,,1366.0,346.0,3.0,True,True,3.0,4.270984395057318,8.136883429724056,-0.20955809004600168,-0.1842909599690643,1.282192891829614
chronos,inner_mongolia,14,per_well,60-32,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h14_per_well_60-32.json,,1367.0,346.0,3.0,True,True,3.0,1.8837673670531638,5.322222992763126,0.28206137279715493,0.2806908911166853,0.7082407369246096
deeponet,inner_mongolia,14,per_well,60-32,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h14_per_well_60-32.json,,1367.0,346.0,3.0,True,True,3.0,5.616205471025627,8.015219984723867,-0.6282912136363301,-0.6304217991971901,0.3575132071303462
lstm,inner_mongolia,14,per_well,60-32,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h14_per_well_60-32.json,,1367.0,346.0,3.0,True,True,3.0,3.110144090125819,6.645582812657811,-0.11935368932974,-0.12137339669887304,0.19798377998006475
patchtst,inner_mongolia,14,per_well,60-32,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h14_per_well_60-32.json,,1367.0,346.0,3.0,True,True,3.0,3.9033889946467024,6.249601717188409,0.010066848579938226,0.017422110493880094,0.24847971203208002
tcn,inner_mongolia,14,per_well,60-32,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h14_per_well_60-32.json,,1367.0,346.0,3.0,True,True,3.0,3.5256764857016942,6.768550176195509,-0.16116113710064872,-0.1630662590229386,0.22443550440063828
timesfm,inner_mongolia,14,per_well,60-32,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h14_per_well_60-32.json,,1367.0,346.0,3.0,True,True,3.0,2.9265411333761597,6.032381843263105,0.07768592811888575,0.07599532599091707,1.1002927883738087
tirex,inner_mongolia,14,per_well,60-32,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h14_per_well_60-32.json,,1367.0,346.0,3.0,True,True,3.0,2.3141881244650846,6.01581705785397,0.08274428106926479,0.08099171253518567,0.870066193585928
chronos,inner_mongolia,14,per_well,60-34H,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h14_per_well_60-34H.json,,2370.0,596.0,3.0,True,True,3.0,3.8473209144955978,8.527267988782851,0.26271485987138554,0.26271485987138554,1.258208202155338
deeponet,inner_mongolia,14,per_well,60-34H,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h14_per_well_60-34H.json,,2370.0,596.0,3.0,True,True,3.0,16.190713578536894,20.39452090938305,-3.2173794103876983,-3.2173794103876983,0.529733636010431
lstm,inner_mongolia,14,per_well,60-34H,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h14_per_well_60-34H.json,,2370.0,596.0,3.0,True,True,3.0,9.229847051781867,12.593896318902264,-0.6081845490109126,-0.6081845490109126,0.30198548166784395
patchtst,inner_mongolia,14,per_well,60-34H,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h14_per_well_60-34H.json,,2370.0,596.0,3.0,True,True,3.0,6.470429979429035,9.597939564889659,0.06594665506247122,0.06594665506247122,0.21170187360349704
tcn,inner_mongolia,14,per_well,60-34H,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h14_per_well_60-34H.json,,2370.0,596.0,3.0,True,True,3.0,9.77283422858923,12.716169458071375,-0.6395636136671392,-0.6395636136671392,0.3197511329519547
timesfm,inner_mongolia,14,per_well,60-34H,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h14_per_well_60-34H.json,,2370.0,596.0,3.0,True,True,3.0,5.54214056693455,9.036778312620116,0.17197602078543361,0.17197602078543361,1.8124733740151495
tirex,inner_mongolia,14,per_well,60-34H,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h14_per_well_60-34H.json,,2370.0,596.0,3.0,True,True,3.0,4.04396797045851,8.552523668521964,0.25834107631393377,0.25834107631393377,1.3225186520089018
chronos,inner_mongolia,30,multi_well,,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h30_multi_well.json,,45233.0,11539.0,3.0,True,True,3.0,4.247384741739602,8.227044838937497,0.11242825598547479,0.11225836408296641,1.8811509438098346
deeponet,inner_mongolia,30,multi_well,,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h30_multi_well.json,,45233.0,11539.0,3.0,True,True,3.0,6.988920254805412,8.831859660165238,-0.022869098142594968,-0.024765857885213904,0.4061272776585027
lstm,inner_mongolia,30,multi_well,,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h30_multi_well.json,,45233.0,11539.0,3.0,True,True,3.0,5.506148406472098,8.17507437695461,0.12360646609425663,0.12157453677746655,0.317592266581087
patchtst,inner_mongolia,30,multi_well,,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h30_multi_well.json,,45233.0,11539.0,3.0,True,True,3.0,5.675091336811182,8.675771834563157,0.012966294479102247,0.014309378670755546,0.32592544832109005
tcn,inner_mongolia,30,multi_well,,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h30_multi_well.json,,45233.0,11539.0,3.0,True,True,3.0,5.553295954630507,8.563720774422674,0.038297519272168956,0.03581427371206025,0.3150035125947014
timesfm,inner_mongolia,30,multi_well,,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h30_multi_well.json,,45233.0,11539.0,3.0,True,True,3.0,4.93850949884543,8.238966039989375,0.10985416348200716,0.10959311339060307,2.1854321020073035
tirex,inner_mongolia,30,multi_well,,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h30_multi_well.json,,45233.0,11539.0,3.0,True,True,3.0,4.156563253107737,7.9789753408817266,0.1651470519113688,0.1649438594790157,1.8340183211936503
chronos,inner_mongolia,30,per_well,54-16X,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h30_per_well_54-16X.json,,588.0,155.0,3.0,True,True,3.0,3.5253102616068497,7.059915564693044,-0.18485421563750304,-0.18485421563750304,1.2438999340153645
deeponet,inner_mongolia,30,per_well,54-16X,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h30_per_well_54-16X.json,,588.0,155.0,3.0,True,True,3.0,22.95145211253115,29.197777580916938,-19.26588135576186,-19.26588135576186,1.279918861190444
lstm,inner_mongolia,30,per_well,54-16X,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h30_per_well_54-16X.json,,588.0,155.0,3.0,True,True,3.0,4.500096840525186,6.669089304497635,-0.05730179606868391,-0.05730179606868391,0.25095400478939495
patchtst,inner_mongolia,30,per_well,54-16X,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h30_per_well_54-16X.json,,588.0,155.0,3.0,True,True,3.0,7.181309487999126,8.91859636943349,-0.8908580323765751,-0.8908580323765751,0.40047546519801913
tcn,inner_mongolia,30,per_well,54-16X,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h30_per_well_54-16X.json,,588.0,155.0,3.0,True,True,3.0,4.019751641442699,6.0799759003041745,0.12124133666347892,0.12124133666347892,0.224166903164035
timesfm,inner_mongolia,30,per_well,54-16X,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h30_per_well_54-16X.json,,588.0,155.0,3.0,True,True,3.0,6.7728264791975095,9.123765181439722,-0.9788555928151734,-0.9788555928151734,2.3897806959922097
tirex,inner_mongolia,30,per_well,54-16X,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h30_per_well_54-16X.json,,588.0,155.0,3.0,True,True,3.0,3.595724690189605,7.185763686301934,-0.22747248437023293,-0.22747248437023293,1.268745549455719
chronos,inner_mongolia,30,per_well,54-21X,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h30_per_well_54-21X.json,,1730.0,441.0,3.0,True,True,3.0,7.373762967559249,10.79587853778851,-0.5842370345992125,-0.5804322109927906,2.125055333583898
deeponet,inner_mongolia,30,per_well,54-21X,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h30_per_well_54-21X.json,,1730.0,441.0,3.0,True,True,3.0,13.044384836880258,15.820314344905531,-2.4020007059710746,-2.4123192760996006,0.5389158817045623
lstm,inner_mongolia,30,per_well,54-21X,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h30_per_well_54-21X.json,,1730.0,441.0,3.0,True,True,3.0,9.718879091117929,11.572108407652346,-0.8202421603144148,-0.8220326433989085,0.40152589486331886
patchtst,inner_mongolia,30,per_well,54-21X,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h30_per_well_54-21X.json,,1730.0,441.0,3.0,True,True,3.0,8.457948318756808,9.97699464828656,-0.35301826951896853,-0.3569365493228738,0.3494317848341387
tcn,inner_mongolia,30,per_well,54-21X,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h30_per_well_54-21X.json,,1730.0,441.0,3.0,True,True,3.0,9.122835265842244,11.06869720936436,-0.6653180786417954,-0.669467172063057,0.37690093265545527
timesfm,inner_mongolia,30,per_well,54-21X,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h30_per_well_54-21X.json,,1730.0,441.0,3.0,True,True,3.0,7.889414190054232,10.01052448762724,-0.3621277688347331,-0.36226084338422004,2.27366159953697
tirex,inner_mongolia,30,per_well,54-21X,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h30_per_well_54-21X.json,,1730.0,441.0,3.0,True,True,3.0,6.876286395059533,10.153397039542805,-0.4012864433202641,-0.40246658577372374,1.9816868461000259
chronos,inner_mongolia,30,per_well,54-22X,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h30_per_well_54-22X.json,,1731.0,441.0,3.0,True,True,3.0,7.876710454952293,11.394034284099353,-0.8874307969384112,-0.8865188489305929,3.332028914936779
deeponet,inner_mongolia,30,per_well,54-22X,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h30_per_well_54-22X.json,,1731.0,441.0,3.0,True,True,3.0,11.50081089375511,14.62619736829344,-2.1101322173921617,-2.1191317763871425,0.8066018850409317
lstm,inner_mongolia,30,per_well,54-22X,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h30_per_well_54-22X.json,,1731.0,441.0,3.0,True,True,3.0,9.989135247608612,12.214390660671121,-1.1690002662928882,-1.1793373029353487,0.7005814976946516
patchtst,inner_mongolia,30,per_well,54-22X,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h30_per_well_54-22X.json,,1731.0,441.0,3.0,True,True,3.0,9.296480696911354,10.252180679734705,-0.5280884590396728,-0.5295650144058477,0.6520026216974854
tcn,inner_mongolia,30,per_well,54-22X,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h30_per_well_54-22X.json,,1731.0,441.0,3.0,True,True,3.0,11.397141757087102,13.694461285182157,-1.7265024865674294,-1.7397413286362613,0.7993311176290105
timesfm,inner_mongolia,30,per_well,54-22X,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h30_per_well_54-22X.json,,1731.0,441.0,3.0,True,True,3.0,7.953263716309618,10.5247374090165,-0.6104176858530141,-0.6074679833912062,3.364412697714391
tirex,inner_mongolia,30,per_well,54-22X,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h30_per_well_54-22X.json,,1731.0,441.0,3.0,True,True,3.0,7.147620019547621,10.608025043173903,-0.6360066549848147,-0.6338876213692068,3.0236069631250535
chronos,inner_mongolia,30,per_well,55-15,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h30_per_well_55-15.json,,1137.0,292.0,3.0,True,True,3.0,2.761030432033578,6.826306736412263,-0.24287815948685054,-0.24924074153759346,0.683156064772749
deeponet,inner_mongolia,30,per_well,55-15,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h30_per_well_55-15.json,,1137.0,292.0,3.0,True,True,3.0,8.707138343053321,11.242733791696459,-2.3713264844271937,-2.307446561195764,0.2754491968549193
lstm,inner_mongolia,30,per_well,55-15,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h30_per_well_55-15.json,,1137.0,292.0,3.0,True,True,3.0,3.2365141112646554,6.371671666092561,-0.08283861372239487,-0.08390931938015922,0.10238670587664542
patchtst,inner_mongolia,30,per_well,55-15,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h30_per_well_55-15.json,,1137.0,292.0,3.0,True,True,3.0,4.907226645184434,7.503416309898917,-0.5016718626337302,-0.4524699511693897,0.15523948109536026
tcn,inner_mongolia,30,per_well,55-15,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h30_per_well_55-15.json,,1137.0,292.0,3.0,True,True,3.0,3.6761099024722563,6.960293147226405,-0.2921472862571024,-0.29624578255944245,0.11629326195261969
timesfm,inner_mongolia,30,per_well,55-15,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h30_per_well_55-15.json,,1137.0,292.0,3.0,True,True,3.0,3.3594493793681055,6.941343763760818,-0.2851211291569755,-0.2881501829605202,0.8312216305859457
tirex,inner_mongolia,30,per_well,55-15,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h30_per_well_55-15.json,,1137.0,292.0,3.0,True,True,3.0,2.8136018338761657,6.720967874926301,-0.20481564173379985,-0.20928564395314875,0.696163698294527
chronos,inner_mongolia,30,per_well,55-16X,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h30_per_well_55-16X.json,,1135.0,292.0,3.0,True,True,3.0,4.120721677500853,7.910595131705832,-0.471413959898749,-0.4717078821956411,1.201025635076986
deeponet,inner_mongolia,30,per_well,55-16X,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h30_per_well_55-16X.json,,1135.0,292.0,3.0,True,True,3.0,14.70865212839488,16.94365521111222,-5.750419587291372,-5.699715388834695,0.5091336987360605
lstm,inner_mongolia,30,per_well,55-16X,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h30_per_well_55-16X.json,,1135.0,292.0,3.0,True,True,3.0,10.994779649526562,11.989807510874224,-2.3801889616056,-2.3019289484306626,0.38057959226222465
patchtst,inner_mongolia,30,per_well,55-16X,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h30_per_well_55-16X.json,,1135.0,292.0,3.0,True,True,3.0,6.272372820034419,8.424795038994931,-0.6689189485908855,-0.6631038558097992,0.21711550085209302
tcn,inner_mongolia,30,per_well,55-16X,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h30_per_well_55-16X.json,,1135.0,292.0,3.0,True,True,3.0,10.35511014739128,11.148796536315876,-1.922621245530213,-1.8685842936477983,0.3584377061976223
timesfm,inner_mongolia,30,per_well,55-16X,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h30_per_well_55-16X.json,,1135.0,292.0,3.0,True,True,3.0,4.847008961719699,8.017956192128556,-0.5116244742473268,-0.4978271210877683,1.4127093436710365
tirex,inner_mongolia,30,per_well,55-16X,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h30_per_well_55-16X.json,,1135.0,292.0,3.0,True,True,3.0,4.377258327658412,7.97425760803171,-0.4951923954318487,-0.4979998375927348,1.275795813043207
chronos,inner_mongolia,30,per_well,55-21,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h30_per_well_55-21.json,,1737.0,442.0,3.0,True,True,3.0,4.109570718398842,8.024703665622745,-0.4151534309052871,-0.40840436334944896,2.3776049318902905
deeponet,inner_mongolia,30,per_well,55-21,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h30_per_well_55-21.json,,1737.0,442.0,3.0,True,True,3.0,6.6565786086955585,9.510329532275053,-0.9876350733697752,-0.9879422931786295,0.6612806225493343
lstm,inner_mongolia,30,per_well,55-21,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h30_per_well_55-21.json,,1737.0,442.0,3.0,True,True,3.0,4.642776686510529,8.347488909654057,-0.5312892092206978,-0.5319941524226872,0.46122466781998367
patchtst,inner_mongolia,30,per_well,55-21,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h30_per_well_55-21.json,,1737.0,442.0,3.0,True,True,3.0,4.269831081096583,7.255418823844225,-0.15683253823907317,-0.15526743077400296,0.4241753491500279
tcn,inner_mongolia,30,per_well,55-21,True,ok,ok,ok,True,/app/results/tcn/inner_mongolia_h30_per_well_55-21.json,,1737.0,442.0,3.0,True,True,3.0,4.493048378452097,7.587843866892011,-0.2652673245204049,-0.2660084696102427,0.4463502954754887
timesfm,inner_mongolia,30,per_well,55-21,True,ok,ok,ok,True,/app/results/timesfm/inner_mongolia_h30_per_well_55-21.json,,1737.0,442.0,3.0,True,True,3.0,4.63625587018763,7.986894817964872,-0.40184969383890046,-0.3974157545463173,2.6823202659858927
tirex,inner_mongolia,30,per_well,55-21,True,ok,ok,ok,True,/app/results/tirex/inner_mongolia_h30_per_well_55-21.json,,1737.0,442.0,3.0,True,True,3.0,3.8393155303186712,7.6047195906484655,-0.2709016125515873,-0.26514826510178624,2.2212479515440062
chronos,inner_mongolia,30,per_well,55-22,True,ok,ok,ok,True,/app/results/chronos/inner_mongolia_h30_per_well_55-22.json,,3243.0,819.0,3.0,True,True,3.0,4.720250003647573,8.684653547696707,-0.24634735394321217,-0.24026181688403248,2.3782210408810984
deeponet,inner_mongolia,30,per_well,55-22,True,ok,ok,ok,True,/app/results/deeponet/inner_mongolia_h30_per_well_55-22.json,,3243.0,819.0,3.0,True,True,3.0,13.196374569960032,16.186750694811572,-3.3296566298854486,-3.3217291140392504,0.865706095074211
lstm,inner_mongolia,30,per_well,55-22,True,ok,ok,ok,True,/app/results/lstm/inner_mongolia_h30_per_well_55-22.json,,3243.0,819.0,3.0,True,True,3.0,7.336331628598379,10.143773965666329,-0.7003300339666849,-0.7011801840786467,0.48127665463671093
patchtst,inner_mongolia,30,per_well,55-22,True,ok,ok,ok,True,/app/results/patchtst/inner_mongolia_h30_per_well_55-22.json,,3243.0,819.0,3.0,True,True,3.0,6.260537535764844,8.797781021476817,-0.27902901260260693,-0.27887380521033744,0.41070261187417334
