model,dataset,horizon,mode,well,file_path,status,raw_status,reason,n_train,n_test,n_cv_folds,has_test_predictions,has_test_targets,cv_fold_count,mae,rmse,r2,r2_prod,mase,mase_denominator_source,mase_naive_mae,mase_scale_n,mase_valid,mase_warning,mase_denominator_sample_size,mase_flat,mase_group_macro,mase_group_weighted,mase_aggregation,raw_train_naive_mae,recomputed_mase,effective_mase,effective_mase_source,recompute_error
timesfm,ganymede,7,per_well,49_22-Z04,/app/results/timesfm/ganymede_h7_per_well_49_22-Z04.json,ok,ok,,6083,1523,3,True,True,3,0.23704603195739607,0.5519489670165184,0.4862011152729103,-0.539436362465944,0.21594255372257184,grouped_train,,,True,,6083,0.21594255372257184,0.21594255372257184,0.21594255372257184,group_weighted,0.5644844258539671,0.4199336971941901,0.4199336971941901,raw_train_recomputed,
tirex,ganymede,7,per_well,49_22-Z04,/app/results/tirex/ganymede_h7_per_well_49_22-Z04.json,ok,ok,,6083,1523,3,True,True,3,0.20851168941052317,0.5547238438790464,0.4810219679681741,-0.6666482073198987,0.189948535820286,grouped_train,,,True,,6083,0.18994853582028604,0.18994853582028604,0.189948535820286,group_weighted,0.5644844258539671,0.3693843086903259,0.3693843086903259,raw_train_recomputed,
chronos,ganymede,7,per_well,49_22-Z05Z,/app/results/chronos/ganymede_h7_per_well_49_22-Z05Z.json,ok,ok,,6083,1523,3,True,True,3,1.3969838619232178e-08,1.3969838619232178e-08,0.0,0.0,5.4267447377113396e-09,grouped_train,,,True,,6083,5.4267447377113396e-09,5.4267447377113396e-09,5.4267447377113396e-09,group_weighted,1.5942167606998912,8.762822574452898e-09,8.762822574452898e-09,raw_train_recomputed,
deeponet,ganymede,7,per_well,49_22-Z05Z,/app/results/deeponet/ganymede_h7_per_well_49_22-Z05Z.json,ok,ok,,6083,1523,3,True,True,3,0.17948695591517858,0.2150362093950655,0.0,0.0,0.0031630336928304423,grouped_train,,,True,,6083,0.0031630336928304423,0.0031630336928304423,0.0031630336928304423,group_weighted,1.5942167606998912,0.11258629336978017,0.11258629336978017,raw_train_recomputed,
lstm,ganymede,7,per_well,49_22-Z05Z,/app/results/lstm/ganymede_h7_per_well_49_22-Z05Z.json,ok,ok,,6083,1523,3,True,True,3,0.06922803606305804,0.07088356031659751,0.0,0.0,0.001219980635581195,grouped_train,,,True,,6083,0.001219980635581195,0.001219980635581195,0.001219980635581195,group_weighted,1.5942167606998912,0.043424481394026763,0.043424481394026763,raw_train_recomputed,
patchtst,ganymede,7,per_well,49_22-Z05Z,/app/results/patchtst/ganymede_h7_per_well_49_22-Z05Z.json,ok,ok,,6083,1523,3,True,True,3,9.9831725529262,9.98317436086152,0.0,0.0,0.17592983838429066,grouped_train,,,True,,6083,0.1759298383842907,0.1759298383842907,0.17592983838429066,group_weighted,1.5942167606998912,6.262117422817334,6.262117422817334,raw_train_recomputed,
tcn,ganymede,7,per_well,49_22-Z05Z,/app/results/tcn/ganymede_h7_per_well_49_22-Z05Z.json,ok,ok,,6083,1523,3,True,True,3,0.13189150484001175,0.15806751387673693,0.0,0.0,0.002324276276679487,grouped_train,,,True,,6083,0.002324276276679487,0.002324276276679487,0.002324276276679487,group_weighted,1.5942167606998912,0.0827312245683008,0.0827312245683008,raw_train_recomputed,
timesfm,ganymede,7,per_well,49_22-Z05Z,/app/results/timesfm/ganymede_h7_per_well_49_22-Z05Z.json,ok,ok,,6083,1523,3,True,True,3,0.002568066818639636,0.003004250199427228,0.0,0.0,0.0009975951386408872,grouped_train,,,True,,6083,0.0009975951386408872,0.0009975951386408872,0.0009975951386408872,group_weighted,1.5942167606998912,0.0016108642701210885,0.0016108642701210885,raw_train_recomputed,
tirex,ganymede,7,per_well,49_22-Z05Z,/app/results/tirex/ganymede_h7_per_well_49_22-Z05Z.json,ok,ok,,6083,1523,3,True,True,3,5.196141380160159e-09,6.5068968624767095e-09,0.0,0.0,2.01850097626526e-09,grouped_train,,,True,,6083,2.01850097626526e-09,2.01850097626526e-09,2.01850097626526e-09,group_weighted,1.5942167606998912,3.2593694334758814e-09,3.2593694334758814e-09,raw_train_recomputed,
chronos,ganymede,7,per_well,49_22-Z06,/app/results/chronos/ganymede_h7_per_well_49_22-Z06.json,ok,ok,,6083,1523,3,True,True,3,2.687231760010375e-06,9.068379081565204e-05,-0.028445074720583996,-0.028445074720583996,9.034566467098946e-07,grouped_train,,,True,,6083,9.034566467098946e-07,9.034566467098946e-07,9.034566467098946e-07,group_weighted,1.8195509590480134,1.476865347819844e-06,1.476865347819844e-06,raw_train_recomputed,
deeponet,ganymede,7,per_well,49_22-Z06,/app/results/deeponet/ganymede_h7_per_well_49_22-Z06.json,ok,ok,,6083,1523,3,True,True,3,0.13805380065248132,0.15952340225741268,-3183255.372026507,-3183255.372026507,0.0019464304469872492,grouped_train,,,True,,6083,0.0019464304469872494,0.0019464304469872494,0.0019464304469872492,group_weighted,1.8195509590480134,0.07587245631455734,0.07587245631455734,raw_train_recomputed,
lstm,ganymede,7,per_well,49_22-Z06,/app/results/lstm/ganymede_h7_per_well_49_22-Z06.json,ok,ok,,6083,1523,3,True,True,3,0.02360488903051737,0.02807618178007757,-98603.99177686076,-98603.99177686076,0.0003328070251568879,grouped_train,,,True,,6083,0.0003328070251568879,0.0003328070251568879,0.0003328070251568879,group_weighted,1.8195509590480134,0.012972920001574134,0.012972920001574134,raw_train_recomputed,
patchtst,ganymede,7,per_well,49_22-Z06,/app/results/patchtst/ganymede_h7_per_well_49_22-Z06.json,ok,ok,,6083,1523,3,True,True,3,0.31222501564580496,0.3145175134240631,-12374066.39201228,-12374066.39201228,0.004402082911819799,grouped_train,,,True,,6083,0.004402082911819799,0.004402082911819799,0.004402082911819799,group_weighted,1.8195509590480134,0.17159454319936204,0.17159454319936204,raw_train_recomputed,
tcn,ganymede,7,per_well,49_22-Z06,/app/results/tcn/ganymede_h7_per_well_49_22-Z06.json,ok,ok,,6083,1523,3,True,True,3,0.25344458915381973,0.27199615207179717,-9254400.348801764,-9254400.348801764,0.003573333458562066,grouped_train,,,True,,6083,0.003573333458562066,0.003573333458562066,0.003573333458562066,group_weighted,1.8195509590480134,0.13928963511218262,0.13928963511218262,raw_train_recomputed,
timesfm,ganymede,7,per_well,49_22-Z06,/app/results/timesfm/ganymede_h7_per_well_49_22-Z06.json,ok,ok,,6083,1523,3,True,True,3,0.002525134881284159,0.0029798169618709507,-1109.4549531919397,-1109.4549531919397,0.0008489591133465786,grouped_train,,,True,,6083,0.0008489591133465786,0.0008489591133465786,0.0008489591133465786,group_weighted,1.8195509590480134,0.0013877791488759986,0.0013877791488759986,raw_train_recomputed,
tirex,ganymede,7,per_well,49_22-Z06,/app/results/tirex/ganymede_h7_per_well_49_22-Z06.json,ok,ok,,6083,1523,3,True,True,3,2.8790900538659983e-06,9.410506215522619e-05,-0.10751021734752908,-0.10751021734752908,9.679600711594529e-07,grouped_train,,,True,,6083,9.679600711594529e-07,9.679600711594529e-07,9.679600711594529e-07,group_weighted,1.8195509590480134,1.58230800821997e-06,1.58230800821997e-06,raw_train_recomputed,
chronos,ganymede,7,per_well,49_22-Z07,/app/results/chronos/ganymede_h7_per_well_49_22-Z07.json,ok,ok,,5200,1302,3,True,True,3,0.5028217528610515,1.5291685709248712,0.25235862261777053,-0.08871375655672775,0.6826804820501663,grouped_train,,,True,,5200,0.6826804820501663,0.6826804820501663,0.6826804820501663,group_weighted,0.37182219908293035,1.3523177317040806,1.3523177317040806,raw_train_recomputed,
deeponet,ganymede,7,per_well,49_22-Z07,/app/results/deeponet/ganymede_h7_per_well_49_22-Z07.json,ok,ok,,5200,1302,3,True,True,3,2.179099787228563,2.7656355131360426,-1.4455271201655875,-0.2310705149458545,0.9953224515174407,grouped_train,,,True,,5200,0.9953224515174407,0.9953224515174407,0.9953224515174407,group_weighted,0.37182219908293035,5.860596254347207,5.860596254347207,raw_train_recomputed,
lstm,ganymede,7,per_well,49_22-Z07,/app/results/lstm/ganymede_h7_per_well_49_22-Z07.json,ok,ok,,5200,1302,3,True,True,3,1.4768036673512144,1.863141301405104,-0.10987529197747681,0.26605988864175056,0.674542696581789,grouped_train,,,True,,5200,0.674542696581789,0.674542696581789,0.674542696581789,group_weighted,0.37182219908293035,3.971800691281027,3.971800691281027,raw_train_recomputed,
patchtst,ganymede,7,per_well,49_22-Z07,/app/results/patchtst/ganymede_h7_per_well_49_22-Z07.json,ok,ok,,5200,1302,3,True,True,3,1.151515594131988,1.7710875566654822,-0.0029116135425197864,-0.47927101187018595,0.5259645890607378,grouped_train,,,True,,5200,0.5259645890607378,0.5259645890607378,0.5259645890607378,group_weighted,0.37182219908293035,3.0969522448420475,3.0969522448420475,raw_train_recomputed,
tcn,ganymede,7,per_well,49_22-Z07,/app/results/tcn/ganymede_h7_per_well_49_22-Z07.json,ok,ok,,5200,1302,3,True,True,3,1.6410176887934946,1.9802198007993894,-0.2537455209013968,-0.0838836351202954,0.7495488543325283,grouped_train,,,True,,5200,0.7495488543325283,0.7495488543325283,0.7495488543325283,group_weighted,0.37182219908293035,4.413447321975216,4.413447321975216,raw_train_recomputed,
timesfm,ganymede,7,per_well,49_22-Z07,/app/results/timesfm/ganymede_h7_per_well_49_22-Z07.json,ok,ok,,5200,1302,3,True,True,3,0.557310703427352,1.3429724627596429,0.4233439967898157,0.42109230567758804,0.7566600639345027,grouped_train,,,True,,5200,0.7566600639345027,0.7566600639345027,0.7566600639345027,group_weighted,0.37182219908293035,1.498863448180109,1.498863448180109,raw_train_recomputed,
tirex,ganymede,7,per_well,49_22-Z07,/app/results/tirex/ganymede_h7_per_well_49_22-Z07.json,ok,ok,,5200,1302,3,True,True,3,0.4964934473773072,1.432630277631908,0.3437778988748291,0.2115356008906576,0.674088549394864,grouped_train,,,True,,5200,0.674088549394864,0.674088549394864,0.674088549394864,group_weighted,0.37182219908293035,1.335298023092404,1.335298023092404,raw_train_recomputed,
chronos,ganymede,7,per_well,49_22-Z08,/app/results/chronos/ganymede_h7_per_well_49_22-Z08.json,ok,ok,,3281,822,3,True,True,3,1.3969838619232178e-08,1.3969838619232178e-08,0.0,0.0,2.9679354930597874e-08,grouped_train,,,True,,3281,2.9679354930597874e-08,2.9679354930597874e-08,2.9679354930597874e-08,group_weighted,0.19025648094410277,7.342634821116295e-08,7.342634821116295e-08,raw_train_recomputed,
deeponet,ganymede,7,per_well,49_22-Z08,/app/results/deeponet/ganymede_h7_per_well_49_22-Z08.json,ok,ok,,3281,822,3,True,True,3,0.12363275347959261,0.15062199805031615,0.0,0.0,0.06250451220743207,grouped_train,,,True,,3281,0.06250451220743207,0.06250451220743207,0.06250451220743207,group_weighted,0.19025648094410277,0.6498215086608052,0.6498215086608052,raw_train_recomputed,
lstm,ganymede,7,per_well,49_22-Z08,/app/results/lstm/ganymede_h7_per_well_49_22-Z08.json,ok,ok,,3281,822,3,True,True,3,0.06508463059691534,0.06605065985683162,0.0,0.0,0.032904574015918835,grouped_train,,,True,,3281,0.032904574015918835,0.032904574015918835,0.032904574015918835,group_weighted,0.19025648094410277,0.34208890164449723,0.34208890164449723,raw_train_recomputed,
patchtst,ganymede,7,per_well,49_22-Z08,/app/results/patchtst/ganymede_h7_per_well_49_22-Z08.json,ok,ok,,3281,822,3,True,True,3,0.025031702859061106,0.025370041547777833,0.0,0.0,0.012655176989043249,grouped_train,,,True,,3281,0.012655176989043249,0.012655176989043249,0.012655176989043249,group_weighted,0.19025648094410277,0.131568200646029,0.131568200646029,raw_train_recomputed,
tcn,ganymede,7,per_well,49_22-Z08,/app/results/tcn/ganymede_h7_per_well_49_22-Z08.json,ok,ok,,3281,822,3,True,True,3,0.5181217046093932,0.5232260945403244,0.0,0.0,0.26194469911275525,grouped_train,,,True,,3281,0.26194469911275525,0.26194469911275525,0.26194469911275525,group_weighted,0.19025648094410277,2.7232801849289805,2.7232801849289805,raw_train_recomputed,
timesfm,ganymede,7,per_well,49_22-Z08,/app/results/timesfm/ganymede_h7_per_well_49_22-Z08.json,ok,ok,,3281,822,3,True,True,3,0.002568066818639636,0.003004250199427228,0.0,0.0,0.005455937514622934,grouped_train,,,True,,3281,0.005455937514622934,0.005455937514622934,0.005455937514622934,group_weighted,0.19025648094410277,0.013497920312076687,0.013497920312076687,raw_train_recomputed,
tirex,ganymede,7,per_well,49_22-Z08,/app/results/tirex/ganymede_h7_per_well_49_22-Z08.json,ok,ok,,3281,822,3,True,True,3,5.19580801493995e-09,6.506490277980077e-09,0.0,0.0,1.1038655093291527e-08,grouped_train,,,True,,3281,1.1038655093291527e-08,1.1038655093291527e-08,1.1038655093291527e-08,group_weighted,0.19025648094410277,2.7309492896940917e-08,2.7309492896940917e-08,raw_train_recomputed,
chronos,ganymede,14,multi_well,,/app/results/chronos/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,0.34652850102005245,1.3000150005666042,0.3069806361468481,-0.265033009563876,0.19914244807378534,grouped_train,,,True,,38805,,0.19975738953500888,0.19914244807378534,group_weighted,2.4293872249820967,0.14264029112222165,0.14264029112222165,raw_train_recomputed,
deeponet,ganymede,14,multi_well,,/app/results/deeponet/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,0.7616523596021267,1.3868234647957232,0.211337835736496,-0.5113483320784169,0.032184864279144756,grouped_train,,,True,,38805,,0.03531412496083325,0.032184864279144756,group_weighted,2.4293872249820967,0.31351624466031336,0.31351624466031336,raw_train_recomputed,
lstm,ganymede,14,multi_well,,/app/results/lstm/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,0.5598919727575351,1.3809241463457784,0.21803324253175826,-0.6706983532866069,0.022550149579193553,grouped_train,,,True,,38805,,0.02326190667518821,0.022550149579193553,group_weighted,2.4293872249820967,0.2304663361196613,0.2304663361196613,raw_train_recomputed,
patchtst,ganymede,14,multi_well,,/app/results/patchtst/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,1.1645631784666488,2.0089537566774704,-0.6549638958510045,-0.511433897826622,0.05057047011741151,grouped_train,,,True,,38805,,0.051993537021982845,0.05057047011741151,group_weighted,2.4293872249820967,0.47936498821229745,0.47936498821229745,raw_train_recomputed,
tcn,ganymede,14,multi_well,,/app/results/tcn/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,0.5194351845980041,1.2847097488111152,0.32320259758532977,-0.2553881745643871,0.020050520125838953,grouped_train,,,True,,38805,,0.020923985368359047,0.020050520125838953,group_weighted,2.4293872249820967,0.21381325268219933,0.21381325268219933,raw_train_recomputed,
timesfm,ganymede,14,multi_well,,/app/results/timesfm/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,0.37647075815265757,1.2260046363887658,0.38364224088912546,-0.030891210776896605,0.2129828367338004,grouped_train,,,True,,38805,,0.21367664734558828,0.2129828367338004,group_weighted,2.4293872249820967,0.15496531564885954,0.15496531564885954,raw_train_recomputed,
tirex,ganymede,14,multi_well,,/app/results/tirex/ganymede_h14_multi_well.json,ok,ok,,38805,9732,3,True,True,3,0.34274197619950253,1.2232207488746865,0.38643818880972636,-0.060709576676230004,0.19494374834085232,grouped_train,,,True,,38805,,0.19538902956301357,0.19494374834085232,group_weighted,2.4293872249820967,0.14108165741343617,0.14108165741343617,raw_train_recomputed,
chronos,ganymede,14,per_well,49_22-Z01Z,/app/results/chronos/ganymede_h14_per_well_49_22-Z01Z.json,ok,ok,,6070,1522,3,True,True,3,1.893765099873927e-05,0.0017024498689164386,0.0,0.0,5.492836728558164e-06,grouped_train,,,True,,6070,5.492836728558163e-06,5.492836728558163e-06,5.492836728558164e-06,group_weighted,3.4629147534252955,5.46870262399828e-06,5.46870262399828e-06,raw_train_recomputed,
deeponet,ganymede,14,per_well,49_22-Z01Z,/app/results/deeponet/ganymede_h14_per_well_49_22-Z01Z.json,ok,ok,,6070,1522,3,True,True,3,0.064697265625,0.06933497326898684,0.0,0.0,0.0008475172744991824,grouped_train,,,True,,6070,0.0008475172744991824,0.0008475172744991824,0.0008475172744991824,group_weighted,3.4629147534252955,0.01868289294762615,0.01868289294762615,raw_train_recomputed,
lstm,ganymede,14,per_well,49_22-Z01Z,/app/results/lstm/ganymede_h14_per_well_49_22-Z01Z.json,ok,ok,,6070,1522,3,True,True,3,0.026207808864615705,0.02973572737939847,0.0,0.0,0.0003433154481099388,grouped_train,,,True,,6070,0.0003433154481099388,0.0003433154481099388,0.0003433154481099388,group_weighted,3.4629147534252955,0.00756813572690249,0.00756813572690249,raw_train_recomputed,
patchtst,ganymede,14,per_well,49_22-Z01Z,/app/results/patchtst/ganymede_h14_per_well_49_22-Z01Z.json,ok,ok,,6070,1522,3,True,True,3,8.427457332611084,8.427457858828934,0.0,0.0,0.11039748898959277,grouped_train,,,True,,6070,0.11039748898959276,0.11039748898959276,0.11039748898959277,group_weighted,3.4629147534252955,2.4336311843296685,2.4336311843296685,raw_train_recomputed,
